Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,year,home_team_week,away_team_week,home_team_att,away_team_att,home_team_def,away_team_def
09/09/00,Bradford,Arsenal,1,1,D,1,0,H,2000,5,5,1.0526315789473684,0.9473684210526315,1.5263157894736843,1.3157894736842106
09/09/00,Coventry,Leeds,0,0,D,0,0,D,2000,5,4,0.7368421052631579,1.4736842105263157,1.2105263157894737,1.1578947368421053
09/09/00,Ipswich,Aston Villa,1,2,A,0,1,A,2000,5,4,1.631578947368421,1.0,0.7894736842105263,1.2105263157894737
09/09/00,Leicester,Southampton,1,0,H,0,0,D,2000,5,5,1.4736842105263157,0.6842105263157895,1.2105263157894737,1.368421052631579
09/09/00,Liverpool,Man City,3,2,H,1,0,H,2000,5,5,2.1052631578947367,1.105263157894737,0.7368421052631579,1.7894736842105263
09/09/00,Man United,Sunderland,3,0,H,1,0,H,2000,5,5,2.5789473684210527,1.1578947368421053,0.631578947368421,1.3157894736842106
09/09/00,Middlesbrough,Everton,1,2,A,1,0,H,2000,5,5,0.9473684210526315,0.8421052631578947,1.2105263157894737,1.6842105263157894
09/09/00,Newcastle,Chelsea,0,0,D,0,0,D,2000,5,5,1.368421052631579,1.263157894736842,0.8947368421052632,1.3157894736842106
10/09/00,Derby,Charlton,2,2,D,2,0,H,2000,5,5,1.2105263157894737,1.0,1.263157894736842,2.0
11/09/00,Tottenham,West Ham,1,0,H,0,0,D,2000,5,5,1.631578947368421,1.105263157894737,0.8421052631578947,1.5789473684210527
16/09/00,Arsenal,Coventry,2,1,H,1,0,H,2000,6,6,2.3684210526315788,1.1578947368421053,0.6842105263157895,2.1052631578947367
16/09/00,Aston Villa,Bradford,2,0,H,1,0,H,2000,5,6,1.4210526315789473,0.5263157894736842,1.0526315789473684,2.1578947368421053
16/09/00,Charlton,Tottenham,1,0,H,1,0,H,2000,6,6,1.631578947368421,0.8421052631578947,1.0,2.0
16/09/00,Everton,Man United,1,3,A,0,3,A,2000,6,6,1.5263157894736843,1.5789473684210527,1.4210526315789473,1.0
16/09/00,Leeds,Ipswich,1,2,A,1,1,D,2000,5,6,1.894736842105263,1.368421052631579,1.105263157894737,1.4210526315789473
16/09/00,Southampton,Newcastle,2,0,H,0,0,D,2000,6,6,1.4210526315789473,0.9473684210526315,1.1578947368421053,1.736842105263158
16/09/00,Sunderland,Derby,2,1,H,1,0,H,2000,6,6,1.263157894736842,0.7368421052631579,0.8421052631578947,1.8421052631578947
17/09/00,Chelsea,Leicester,0,2,A,0,1,A,2000,6,6,2.3157894736842106,0.5789473684210527,1.0526315789473684,1.4736842105263157
17/09/00,Man City,Middlesbrough,1,1,D,0,0,D,2000,6,6,1.0526315789473684,1.368421052631579,1.631578947368421,1.105263157894737
17/09/00,West Ham,Liverpool,1,1,D,0,1,A,2000,6,6,1.263157894736842,1.631578947368421,1.0526315789473684,1.3157894736842106
23/09/00,Bradford,Southampton,0,1,A,0,1,A,2000,7,7,1.0526315789473684,0.6842105263157895,1.5263157894736843,1.368421052631579
23/09/00,Coventry,West Ham,0,3,A,0,2,A,2000,7,7,0.7368421052631579,1.105263157894737,1.2105263157894737,1.5789473684210527
23/09/00,Derby,Leeds,1,1,D,0,1,A,2000,7,6,1.2105263157894737,1.4736842105263157,1.263157894736842,1.1578947368421053
23/09/00,Ipswich,Arsenal,1,1,D,0,0,D,2000,7,7,1.631578947368421,0.9473684210526315,0.7894736842105263,1.3157894736842106
23/09/00,Liverpool,Sunderland,1,1,D,1,1,D,2000,7,7,2.1052631578947367,1.1578947368421053,0.7368421052631579,1.3157894736842106
23/09/00,Man United,Chelsea,3,3,D,3,2,H,2000,7,7,2.5789473684210527,1.263157894736842,0.631578947368421,1.3157894736842106
23/09/00,Middlesbrough,Aston Villa,1,1,D,0,0,D,2000,7,6,0.9473684210526315,1.0,1.2105263157894737,1.2105263157894737
23/09/00,Newcastle,Charlton,0,1,A,0,1,A,2000,7,7,1.368421052631579,1.0,0.8947368421052632,2.0
23/09/00,Tottenham,Man City,0,0,D,0,0,D,2000,7,7,1.631578947368421,1.105263157894737,0.8421052631578947,1.7894736842105263
24/09/00,Leicester,Everton,1,1,D,1,0,H,2000,7,7,1.4736842105263157,0.8421052631578947,1.2105263157894737,1.6842105263157894
30/09/00,Aston Villa,Derby,4,1,H,2,0,H,2000,7,8,1.4210526315789473,0.7368421052631579,1.0526315789473684,1.8421052631578947
30/09/00,Charlton,Coventry,2,2,D,0,1,A,2000,8,8,1.631578947368421,1.1578947368421053,1.0,2.1052631578947367
30/09/00,Everton,Ipswich,0,3,A,0,1,A,2000,8,8,1.5263157894736843,1.368421052631579,1.4210526315789473,1.4210526315789473
30/09/00,Leeds,Tottenham,4,3,H,0,1,A,2000,7,8,1.894736842105263,0.8421052631578947,1.105263157894737,2.0
30/09/00,Man City,Newcastle,0,1,A,0,0,D,2000,8,8,1.0526315789473684,0.9473684210526315,1.631578947368421,1.736842105263158
30/09/00,Southampton,Middlesbrough,1,3,A,0,2,A,2000,8,8,1.4210526315789473,1.368421052631579,1.1578947368421053,1.105263157894737
30/09/00,West Ham,Bradford,1,1,D,1,0,H,2000,8,8,1.263157894736842,0.5263157894736842,1.0526315789473684,2.1578947368421053
01/10/00,Arsenal,Man United,1,0,H,1,0,H,2000,8,8,2.3684210526315788,1.5789473684210527,0.6842105263157895,1.0
01/10/00,Chelsea,Liverpool,3,0,H,2,0,H,2000,8,8,2.3157894736842106,1.631578947368421,1.0526315789473684,1.3157894736842106
01/10/00,Sunderland,Leicester,0,0,D,0,0,D,2000,8,8,1.263157894736842,0.5789473684210527,0.8421052631578947,1.4736842105263157
14/10/00,Arsenal,Aston Villa,1,0,H,0,0,D,2000,9,8,2.3684210526315788,1.0,0.6842105263157895,1.2105263157894737
14/10/00,Coventry,Tottenham,2,1,H,2,0,H,2000,9,9,0.7368421052631579,0.8421052631578947,1.2105263157894737,2.0
14/10/00,Everton,Southampton,1,1,D,0,0,D,2000,9,9,1.5263157894736843,0.6842105263157895,1.4210526315789473,1.368421052631579
14/10/00,Ipswich,West Ham,1,1,D,1,0,H,2000,9,9,1.631578947368421,1.105263157894737,0.7894736842105263,1.5789473684210527
14/10/00,Leeds,Charlton,3,1,H,1,0,H,2000,8,9,1.894736842105263,1.0,1.105263157894737,2.0
14/10/00,Leicester,Man United,0,3,A,0,1,A,2000,9,9,1.4736842105263157,1.5789473684210527,1.2105263157894737,1.0
14/10/00,Man City,Bradford,2,0,H,2,0,H,2000,9,9,1.0526315789473684,0.5263157894736842,1.631578947368421,2.1578947368421053
14/10/00,Sunderland,Chelsea,1,0,H,0,0,D,2000,9,9,1.263157894736842,1.263157894736842,0.8421052631578947,1.3157894736842106
15/10/00,Derby,Liverpool,0,4,A,0,1,A,2000,9,9,1.2105263157894737,1.631578947368421,1.263157894736842,1.3157894736842106
16/10/00,Middlesbrough,Newcastle,1,3,A,0,1,A,2000,9,9,0.9473684210526315,0.9473684210526315,1.2105263157894737,1.736842105263158
21/10/00,Bradford,Ipswich,0,2,A,0,1,A,2000,10,10,1.0526315789473684,1.368421052631579,1.5263157894736843,1.4210526315789473
21/10/00,Charlton,Middlesbrough,1,0,H,0,0,D,2000,10,10,1.631578947368421,1.368421052631579,1.0,1.105263157894737
21/10/00,Chelsea,Coventry,6,1,H,2,0,H,2000,10,10,2.3157894736842106,1.1578947368421053,1.0526315789473684,2.1052631578947367
21/10/00,Liverpool,Leicester,1,0,H,0,0,D,2000,10,10,2.1052631578947367,0.5789473684210527,0.7368421052631579,1.4736842105263157
21/10/00,Man United,Leeds,3,0,H,1,0,H,2000,10,9,2.5789473684210527,1.4736842105263157,0.631578947368421,1.1578947368421053
21/10/00,Newcastle,Everton,0,1,A,0,0,D,2000,10,10,1.368421052631579,0.8421052631578947,0.8947368421052632,1.6842105263157894
21/10/00,Tottenham,Derby,3,1,H,2,1,H,2000,10,10,1.631578947368421,0.7368421052631579,0.8421052631578947,1.8421052631578947
21/10/00,West Ham,Arsenal,1,2,A,0,2,A,2000,10,10,1.263157894736842,0.9473684210526315,1.0526315789473684,1.3157894736842106
22/10/00,Aston Villa,Sunderland,0,0,D,0,0,D,2000,9,10,1.4210526315789473,1.1578947368421053,1.0526315789473684,1.3157894736842106
23/10/00,Southampton,Man City,0,2,A,0,1,A,2000,10,10,1.4210526315789473,1.105263157894737,1.1578947368421053,1.7894736842105263
28/10/00,Arsenal,Man City,5,0,H,1,0,H,2000,11,11,2.3684210526315788,1.105263157894737,0.6842105263157895,1.7894736842105263
28/10/00,Aston Villa,Charlton,2,1,H,2,0,H,2000,10,11,1.4210526315789473,1.0,1.0526315789473684,2.0
28/10/00,Chelsea,Tottenham,3,0,H,2,0,H,2000,11,11,2.3157894736842106,0.8421052631578947,1.0526315789473684,2.0
28/10/00,Ipswich,Middlesbrough,2,1,H,2,0,H,2000,11,11,1.631578947368421,1.368421052631579,0.7894736842105263,1.105263157894737
28/10/00,Leicester,Derby,2,1,H,1,1,D,2000,11,11,1.4736842105263157,0.7368421052631579,1.2105263157894737,1.8421052631578947
28/10/00,Man United,Southampton,5,0,H,2,0,H,2000,11,11,2.5789473684210527,0.6842105263157895,0.631578947368421,1.368421052631579
28/10/00,Sunderland,Coventry,1,0,H,0,0,D,2000,11,11,1.263157894736842,1.1578947368421053,0.8421052631578947,2.1052631578947367
28/10/00,West Ham,Newcastle,1,0,H,0,0,D,2000,11,11,1.263157894736842,0.9473684210526315,1.0526315789473684,1.736842105263158
29/10/00,Bradford,Leeds,1,1,D,1,0,H,2000,11,10,1.0526315789473684,1.4736842105263157,1.5263157894736843,1.1578947368421053
29/10/00,Liverpool,Everton,3,1,H,1,1,D,2000,11,11,2.1052631578947367,0.8421052631578947,0.7368421052631579,1.6842105263157894
04/11/00,Charlton,Bradford,2,0,H,2,0,H,2000,12,12,1.631578947368421,0.5263157894736842,1.0,2.1578947368421053
04/11/00,Coventry,Man United,1,2,A,0,2,A,2000,12,12,0.7368421052631579,1.5789473684210527,1.2105263157894737,1.0
04/11/00,Leeds,Liverpool,4,3,H,1,2,A,2000,11,12,1.894736842105263,1.631578947368421,1.105263157894737,1.3157894736842106
04/11/00,Man City,Leicester,0,1,A,0,0,D,2000,12,12,1.0526315789473684,0.5789473684210527,1.631578947368421,1.4736842105263157
04/11/00,Middlesbrough,Arsenal,0,1,A,0,1,A,2000,12,12,0.9473684210526315,0.9473684210526315,1.2105263157894737,1.3157894736842106
04/11/00,Newcastle,Ipswich,2,1,H,1,1,D,2000,12,12,1.368421052631579,1.368421052631579,0.8947368421052632,1.4210526315789473
04/11/00,Southampton,Chelsea,3,2,H,2,0,H,2000,12,12,1.4210526315789473,1.263157894736842,1.1578947368421053,1.3157894736842106
04/11/00,Tottenham,Sunderland,2,1,H,1,0,H,2000,12,12,1.631578947368421,1.1578947368421053,0.8421052631578947,1.3157894736842106
05/11/00,Everton,Aston Villa,0,1,A,0,0,D,2000,12,11,1.5263157894736843,1.0,1.4210526315789473,1.2105263157894737
06/11/00,Derby,West Ham,0,0,D,0,0,D,2000,12,12,1.2105263157894737,1.105263157894737,1.263157894736842,1.5789473684210527
11/11/00,Arsenal,Derby,0,0,D,0,0,D,2000,13,13,2.3684210526315788,0.7368421052631579,0.6842105263157895,1.8421052631578947
11/11/00,Aston Villa,Tottenham,2,0,H,1,0,H,2000,12,13,1.4210526315789473,0.8421052631578947,1.0526315789473684,2.0
11/11/00,Bradford,Everton,0,1,A,0,0,D,2000,13,13,1.0526315789473684,0.8421052631578947,1.5263157894736843,1.6842105263157894
11/11/00,Ipswich,Charlton,2,0,H,0,0,D,2000,13,13,1.631578947368421,1.0,0.7894736842105263,2.0
11/11/00,Leicester,Newcastle,1,1,D,0,0,D,2000,13,13,1.4736842105263157,0.9473684210526315,1.2105263157894737,1.736842105263158
11/11/00,Man United,Middlesbrough,2,1,H,0,1,A,2000,13,13,2.5789473684210527,1.368421052631579,0.631578947368421,1.105263157894737
11/11/00,Sunderland,Southampton,2,2,D,1,1,D,2000,13,13,1.263157894736842,0.6842105263157895,0.8421052631578947,1.368421052631579
11/11/00,West Ham,Man City,4,1,H,0,1,A,2000,13,13,1.263157894736842,1.105263157894737,1.0526315789473684,1.7894736842105263
12/11/00,Chelsea,Leeds,1,1,D,0,0,D,2000,13,12,2.3157894736842106,1.4736842105263157,1.0526315789473684,1.1578947368421053
12/11/00,Liverpool,Coventry,4,1,H,1,0,H,2000,13,13,2.1052631578947367,1.1578947368421053,0.7368421052631579,2.1052631578947367
18/11/00,Charlton,Chelsea,2,0,H,1,0,H,2000,14,14,1.631578947368421,1.263157894736842,1.0,1.3157894736842106
18/11/00,Derby,Bradford,2,0,H,0,0,D,2000,14,14,1.2105263157894737,0.5263157894736842,1.263157894736842,2.1578947368421053
18/11/00,Everton,Arsenal,2,0,H,0,0,D,2000,14,14,1.5263157894736843,0.9473684210526315,1.4210526315789473,1.3157894736842106
18/11/00,Leeds,West Ham,0,1,A,0,1,A,2000,13,14,1.894736842105263,1.105263157894737,1.105263157894737,1.5789473684210527
18/11/00,Man City,Man United,0,1,A,0,1,A,2000,14,14,1.0526315789473684,1.5789473684210527,1.631578947368421,1.0
18/11/00,Middlesbrough,Leicester,0,3,A,0,2,A,2000,14,14,0.9473684210526315,0.5789473684210527,1.2105263157894737,1.4736842105263157
18/11/00,Newcastle,Sunderland,1,2,A,1,0,H,2000,14,14,1.368421052631579,1.1578947368421053,0.8947368421052632,1.3157894736842106
18/11/00,Southampton,Aston Villa,2,0,H,2,0,H,2000,14,13,1.4210526315789473,1.0,1.1578947368421053,1.2105263157894737
19/11/00,Tottenham,Liverpool,2,1,H,2,1,H,2000,14,14,1.631578947368421,1.631578947368421,0.8421052631578947,1.3157894736842106
20/11/00,Coventry,Ipswich,0,1,A,0,0,D,2000,14,14,0.7368421052631579,1.368421052631579,1.2105263157894737,1.4210526315789473
25/11/00,Charlton,Sunderland,0,1,A,0,0,D,2000,15,15,1.631578947368421,1.1578947368421053,1.0,1.3157894736842106
25/11/00,Coventry,Aston Villa,1,1,D,0,1,A,2000,15,14,0.7368421052631579,1.0,1.2105263157894737,1.2105263157894737
25/11/00,Derby,Man United,0,3,A,0,0,D,2000,15,15,1.2105263157894737,1.5789473684210527,1.263157894736842,1.0
25/11/00,Everton,Chelsea,2,1,H,0,1,A,2000,15,15,1.5263157894736843,1.263157894736842,1.4210526315789473,1.3157894736842106
25/11/00,Man City,Ipswich,2,3,A,0,2,A,2000,15,15,1.0526315789473684,1.368421052631579,1.631578947368421,1.4210526315789473
25/11/00,Middlesbrough,Bradford,2,2,D,0,2,A,2000,15,15,0.9473684210526315,0.5263157894736842,1.2105263157894737,2.1578947368421053
25/11/00,Southampton,West Ham,2,3,A,1,2,A,2000,15,15,1.4210526315789473,1.105263157894737,1.1578947368421053,1.5789473684210527
25/11/00,Tottenham,Leicester,3,0,H,2,0,H,2000,15,15,1.631578947368421,0.5789473684210527,0.8421052631578947,1.4736842105263157
26/11/00,Leeds,Arsenal,1,0,H,0,0,D,2000,14,15,1.894736842105263,0.9473684210526315,1.105263157894737,1.3157894736842106
26/11/00,Newcastle,Liverpool,2,1,H,1,0,H,2000,15,15,1.368421052631579,1.631578947368421,0.8947368421052632,1.3157894736842106
02/12/00,Arsenal,Southampton,1,0,H,0,0,D,2000,16,16,2.3684210526315788,0.6842105263157895,0.6842105263157895,1.368421052631579
02/12/00,Aston Villa,Newcastle,1,1,D,1,0,H,2000,15,16,1.4210526315789473,0.9473684210526315,1.0526315789473684,1.736842105263158
02/12/00,Bradford,Coventry,2,1,H,0,0,D,2000,16,16,1.0526315789473684,1.1578947368421053,1.5263157894736843,2.1052631578947367
02/12/00,Ipswich,Derby,0,1,A,0,1,A,2000,16,16,1.631578947368421,0.7368421052631579,0.7894736842105263,1.8421052631578947
02/12/00,Leicester,Leeds,3,1,H,3,0,H,2000,16,15,1.4736842105263157,1.4736842105263157,1.2105263157894737,1.1578947368421053
02/12/00,Liverpool,Charlton,3,0,H,1,0,H,2000,16,16,2.1052631578947367,1.0,0.7368421052631579,2.0
02/12/00,Man United,Tottenham,2,0,H,1,0,H,2000,16,16,2.5789473684210527,0.8421052631578947,0.631578947368421,2.0
02/12/00,West Ham,Middlesbrough,1,0,H,1,0,H,2000,16,16,1.263157894736842,1.368421052631579,1.0526315789473684,1.105263157894737
03/12/00,Chelsea,Man City,2,1,H,2,0,H,2000,16,16,2.3157894736842106,1.105263157894737,1.0526315789473684,1.7894736842105263
04/12/00,Sunderland,Everton,2,0,H,1,0,H,2000,16,16,1.263157894736842,0.8421052631578947,0.8421052631578947,1.6842105263157894
09/12/00,Arsenal,Newcastle,5,0,H,2,0,H,2000,17,17,2.3684210526315788,0.9473684210526315,0.6842105263157895,1.736842105263158
09/12/00,Bradford,Tottenham,3,3,D,1,2,A,2000,17,17,1.0526315789473684,0.8421052631578947,1.5263157894736843,2.0
09/12/00,Charlton,Man United,3,3,D,1,2,A,2000,17,17,1.631578947368421,1.5789473684210527,1.0,1.0
09/12/00,Chelsea,Derby,4,1,H,3,0,H,2000,17,17,2.3157894736842106,0.7368421052631579,1.0526315789473684,1.8421052631578947
09/12/00,Man City,Everton,5,0,H,3,0,H,2000,17,17,1.0526315789473684,0.8421052631578947,1.631578947368421,1.6842105263157894
09/12/00,Southampton,Leeds,1,0,H,1,0,H,2000,17,16,1.4210526315789473,1.4736842105263157,1.1578947368421053,1.1578947368421053
09/12/00,Sunderland,Middlesbrough,1,0,H,0,0,D,2000,17,17,1.263157894736842,1.368421052631579,0.8421052631578947,1.105263157894737
09/12/00,West Ham,Aston Villa,1,1,D,1,1,D,2000,17,16,1.263157894736842,1.0,1.0526315789473684,1.2105263157894737
10/12/00,Coventry,Leicester,1,0,H,1,0,H,2000,17,17,0.7368421052631579,0.5789473684210527,1.2105263157894737,1.4736842105263157
10/12/00,Liverpool,Ipswich,0,1,A,0,1,A,2000,17,17,2.1052631578947367,1.368421052631579,0.7368421052631579,1.4210526315789473
16/12/00,Aston Villa,Man City,2,2,D,0,0,D,2000,17,18,1.4210526315789473,1.105263157894737,1.0526315789473684,1.7894736842105263
16/12/00,Derby,Coventry,1,0,H,1,0,H,2000,18,18,1.2105263157894737,1.1578947368421053,1.263157894736842,2.1052631578947367
16/12/00,Everton,West Ham,1,1,D,0,0,D,2000,18,18,1.5263157894736843,1.105263157894737,1.4210526315789473,1.5789473684210527
16/12/00,Ipswich,Southampton,3,1,H,0,1,A,2000,18,18,1.631578947368421,0.6842105263157895,0.7894736842105263,1.368421052631579
16/12/00,Leeds,Sunderland,2,0,H,1,0,H,2000,17,18,1.894736842105263,1.1578947368421053,1.105263157894737,1.3157894736842106
16/12/00,Leicester,Charlton,3,1,H,1,1,D,2000,18,18,1.4736842105263157,1.0,1.2105263157894737,2.0
16/12/00,Middlesbrough,Chelsea,1,0,H,0,0,D,2000,18,18,0.9473684210526315,1.263157894736842,1.2105263157894737,1.3157894736842106
16/12/00,Newcastle,Bradford,2,1,H,1,0,H,2000,18,18,1.368421052631579,0.5263157894736842,0.8947368421052632,2.1578947368421053
17/12/00,Man United,Liverpool,0,1,A,0,1,A,2000,18,18,2.5789473684210527,1.631578947368421,0.631578947368421,1.3157894736842106
18/12/00,Tottenham,Arsenal,1,1,D,1,0,H,2000,18,18,1.631578947368421,0.9473684210526315,0.8421052631578947,1.3157894736842106
22/12/00,Coventry,Southampton,1,1,D,1,0,H,2000,19,19,0.7368421052631579,0.6842105263157895,1.2105263157894737,1.368421052631579
23/12/00,Charlton,Everton,1,0,H,1,0,H,2000,19,19,1.631578947368421,0.8421052631578947,1.0,1.6842105263157894
23/12/00,Chelsea,Bradford,3,0,H,1,0,H,2000,19,19,2.3157894736842106,0.5263157894736842,1.0526315789473684,2.1578947368421053
23/12/00,Derby,Newcastle,2,0,H,1,0,H,2000,19,19,1.2105263157894737,0.9473684210526315,1.263157894736842,1.736842105263158
23/12/00,Leeds,Aston Villa,1,2,A,0,1,A,2000,18,18,1.894736842105263,1.0,1.105263157894737,1.2105263157894737
23/12/00,Leicester,West Ham,2,1,H,1,1,D,2000,19,19,1.4736842105263157,1.105263157894737,1.2105263157894737,1.5789473684210527
23/12/00,Liverpool,Arsenal,4,0,H,1,0,H,2000,19,19,2.1052631578947367,0.9473684210526315,0.7368421052631579,1.3157894736842106
23/12/00,Man United,Ipswich,2,0,H,2,0,H,2000,19,19,2.5789473684210527,1.368421052631579,0.631578947368421,1.4210526315789473
23/12/00,Sunderland,Man City,1,0,H,1,0,H,2000,19,19,1.263157894736842,1.105263157894737,0.8421052631578947,1.7894736842105263
23/12/00,Tottenham,Middlesbrough,0,0,D,0,0,D,2000,19,19,1.631578947368421,1.368421052631579,0.8421052631578947,1.105263157894737
26/12/00,Arsenal,Leicester,6,1,H,1,0,H,2000,20,20,2.3684210526315788,0.5789473684210527,0.6842105263157895,1.4736842105263157
26/12/00,Aston Villa,Man United,0,1,A,0,0,D,2000,19,20,1.4210526315789473,1.5789473684210527,1.0526315789473684,1.0
26/12/00,Bradford,Sunderland,1,4,A,0,1,A,2000,20,20,1.0526315789473684,1.1578947368421053,1.5263157894736843,1.3157894736842106
26/12/00,Everton,Coventry,1,2,A,0,0,D,2000,20,20,1.5263157894736843,1.1578947368421053,1.4210526315789473,2.1052631578947367
26/12/00,Ipswich,Chelsea,2,2,D,1,2,A,2000,20,20,1.631578947368421,1.263157894736842,0.7894736842105263,1.3157894736842106
26/12/00,Man City,Derby,0,0,D,0,0,D,2000,20,20,1.0526315789473684,0.7368421052631579,1.631578947368421,1.8421052631578947
26/12/00,Middlesbrough,Liverpool,1,0,H,1,0,H,2000,20,20,0.9473684210526315,1.631578947368421,1.2105263157894737,1.3157894736842106
26/12/00,Newcastle,Leeds,2,1,H,2,1,H,2000,20,19,1.368421052631579,1.4736842105263157,0.8947368421052632,1.1578947368421053
26/12/00,West Ham,Charlton,5,0,H,3,0,H,2000,20,20,1.263157894736842,1.0,1.0526315789473684,2.0
27/12/00,Southampton,Tottenham,2,0,H,2,0,H,2000,20,20,1.4210526315789473,0.8421052631578947,1.1578947368421053,2.0
