B365H,B365D,B365A
1.8,3.6,4.5
1.73,3.75,4.75
1.53,4.2,6.0
7.0,4.5,1.44
1.44,4.2,8.0
2.25,3.4,3.2
2.38,3.5,2.88
1.91,3.4,4.2
2.3,3.4,3.1
1.95,3.5,4.0
1.57,4.0,6.0
1.95,3.6,3.8
1.91,3.75,3.8
1.44,4.33,7.5
1.2,6.5,15.0
1.91,3.6,4.0
7.0,4.5,1.44
1.91,3.6,4.0
4.33,3.6,1.83
3.75,3.5,2.0
1.67,3.75,5.25
2.0,3.4,3.8
4.75,3.75,1.73
1.44,4.33,7.5
1.17,7.5,15.0
2.2,3.3,3.4
2.5,3.3,2.88
1.83,3.6,4.33
2.5,3.5,2.7
2.3,3.5,3.0
3.4,3.5,2.1
1.67,3.75,5.5
1.95,3.4,4.0
2.25,3.25,3.3
1.44,4.5,7.0
2.5,3.4,2.75
1.22,6.5,12.0
2.0,3.4,3.8
1.91,3.4,4.2
2.3,3.4,3.1
2.4,3.4,2.88
6.0,4.2,1.53
1.44,4.5,7.0
2.88,3.3,2.5
1.4,4.5,8.5
1.5,4.0,7.0
1.95,3.5,4.0
7.5,4.75,1.4
2.1,3.25,3.75
4.0,3.5,1.91
2.1,3.3,3.6
2.0,3.4,3.75
1.5,4.33,6.5
2.4,3.2,3.1
1.91,3.6,4.0
4.75,3.5,1.8
1.8,3.6,4.5
2.3,3.4,3.1
2.0,3.5,3.75
2.2,3.5,3.2
3.0,3.3,2.38
1.91,3.6,4.0
2.0,3.5,3.75
1.36,4.75,9.0
1.2,6.5,15.0
5.5,3.75,1.67
2.2,3.4,3.25
2.4,3.4,2.88
3.1,3.2,2.4
1.62,4.0,5.5
2.0,3.5,3.75
5.5,4.0,1.62
1.53,4.0,6.5
1.14,8.0,19.0
2.1,3.4,3.5
2.0,3.5,3.75
1.62,3.75,6.0
1.91,3.6,4.0
2.88,3.25,2.5
4.75,3.75,1.73
1.33,5.5,8.5
5.0,4.0,1.67
3.75,3.5,2.0
1.44,4.5,7.0
1.85,3.6,4.2
1.22,6.5,13.0
6.0,3.75,1.62
2.2,3.4,3.25
2.9,3.4,2.38
3.4,3.2,2.25
6.5,4.0,1.53
1.44,4.5,7.0
2.4,3.25,3.0
2.1,3.4,3.5
1.3,5.5,10.0
6.0,4.0,1.57
2.88,3.25,2.5
1.8,3.5,4.75
3.5,3.4,2.1
2.88,3.3,2.5
4.0,3.5,1.91
1.29,5.5,11.0
5.0,3.75,1.7
1.57,4.0,6.0
1.33,5.0,10.0
2.0,3.5,3.75
2.1,3.4,3.5
6.0,4.2,1.53
1.2,6.5,15.0
1.4,4.5,8.5
3.0,3.4,2.38
2.55,3.5,2.9
1.57,4.2,6.5
2.05,3.5,4.0
2.2,3.6,3.4
4.5,3.8,1.85
3.0,3.4,2.5
4.33,3.5,1.95
2.38,3.3,3.3
2.63,3.5,2.8
1.91,3.8,4.2
1.25,6.5,15.0
1.33,5.5,10.5
1.25,6.5,14.0
1.75,4.0,5.0
2.2,3.4,3.6
1.75,4.0,5.0
2.1,3.5,3.75
2.15,3.4,3.8
1.91,3.6,4.0
2.9,3.6,2.5
3.6,3.5,2.05
1.44,4.75,8.0
2.9,3.4,2.6
7.5,4.5,1.5
2.2,3.3,3.75
2.5,3.4,3.0
2.4,3.5,3.1
1.6,4.1,6.5
2.2,3.5,3.5
1.25,6.5,14.0
4.75,3.75,1.83
7.5,4.5,1.5
1.44,4.5,9.0
1.4,5.0,9.0
5.5,4.2,1.65
4.0,3.6,2.0
1.95,3.6,4.33
2.5,3.4,3.0
2.4,3.4,3.2
2.2,3.5,3.5
1.83,3.9,4.5
3.6,3.4,2.2
1.36,5.5,9.5
2.3,3.4,3.4
5.75,4.0,1.67
1.91,3.5,4.6
4.5,3.6,1.91
1.83,3.75,4.75
1.67,4.0,5.75
2.63,3.4,2.88
1.75,3.9,5.0
1.4,5.0,9.0
1.57,4.4,6.0
1.33,5.5,11.0
2.2,3.3,3.75
3.8,3.5,2.1
7.0,4.33,1.53
2.63,3.4,2.88
2.05,3.5,4.0
1.95,3.6,4.33
2.2,3.5,3.2
3.6,3.5,2.15
1.4,5.0,9.0
1.38,5.0,10.0
1.33,5.5,11.0
1.85,3.8,4.5
2.15,3.25,4.0
2.4,3.3,3.3
2.1,3.6,3.75
4.5,3.75,1.85
2.3,3.6,3.25
7.5,4.5,1.44
2.5,3.4,3.0
2.25,3.4,3.5
2.45,3.4,3.1
2.45,3.3,3.2
1.95,3.8,4.0
1.83,3.7,4.8
2.3,3.4,3.4
3.9,3.6,2.05
1.17,9.0,19.0
4.2,3.8,1.91
2.5,3.3,3.1
3.4,3.5,2.25
1.4,5.0,9.0
2.05,3.5,4.0
1.5,4.5,7.5
2.3,3.4,3.4
1.25,6.5,15.0
1.57,3.9,7.5
1.33,5.5,11.0
3.5,3.5,2.2
6.0,4.0,1.65
3.4,3.4,2.3
2.3,3.4,3.4
1.95,3.6,4.33
5.0,4.0,1.75
2.0,3.6,4.0
2.63,3.3,2.9
3.3,3.6,2.25
2.1,3.4,4.0
4.1,3.7,1.95
1.36,5.0,11.0
1.36,5.5,9.0
2.1,3.5,3.8
2.38,3.4,3.25
2.2,3.4,3.6
2.3,3.5,3.3
1.25,6.5,14.0
2.3,3.3,3.5
1.44,4.75,8.0
8.0,4.75,1.45
1.91,3.75,4.2
1.95,3.5,4.5
7.0,3.9,1.6
1.75,3.9,5.0
4.75,3.8,1.8
1.25,6.5,14.0
5.5,3.9,1.7
5.0,4.0,1.75
1.75,3.8,5.25
2.25,3.4,3.5
3.4,3.4,2.3
2.38,3.5,3.1
2.25,3.5,3.4
2.3,3.5,3.3
2.15,3.6,3.6
3.25,3.6,2.3
1.25,6.75,13.0
1.5,4.5,7.5
1.29,6.0,12.0
2.88,3.6,2.5
1.85,3.75,4.6
2.25,3.3,3.6
3.8,3.6,2.05
2.25,3.6,3.3
1.36,5.5,9.0
2.55,3.5,2.88
2.3,3.4,3.4
1.73,3.9,5.25
2.55,3.3,3.0
8.0,4.75,1.44
5.25,3.8,1.75
1.44,4.75,8.0
2.45,3.5,3.0
2.38,3.4,3.25
1.95,3.6,4.2
2.2,3.5,3.5
2.1,3.3,4.0
1.4,5.0,9.0
1.83,3.75,4.75
1.95,3.75,4.0
4.5,3.8,1.85
1.5,4.5,7.5
3.9,3.6,2.05
1.3,5.75,12.0
2.2,3.4,3.6
3.4,3.4,2.3
4.5,3.6,1.91
2.8,3.2,2.8
1.4,5.5,8.0
6.0,4.33,1.6
1.7,4.0,5.5
1.25,7.0,12.0
1.33,5.5,11.0
6.0,4.6,1.55
1.75,3.8,5.25
1.8,3.8,4.75
1.29,6.0,12.0
4.5,3.9,1.83
1.67,4.0,5.75
2.15,3.6,3.6
1.44,4.75,8.0
1.4,5.0,9.5
3.2,3.4,2.4
2.3,3.4,3.4
4.2,3.5,2.0
2.4,3.4,3.2
2.0,3.6,4.0
1.2,7.0,21.0
4.75,3.75,1.83
1.33,5.5,11.0
1.29,5.5,10.0
4.0,3.75,1.95
1.57,4.33,6.5
3.8,3.5,2.1
2.45,3.4,3.1
2.3,3.4,3.4
1.73,3.8,5.5
1.83,3.6,5.0
8.5,4.75,1.44
1.62,4.0,6.5
2.45,3.4,3.1
3.25,3.4,2.38
2.6,3.3,3.0
1.17,8.5,19.0
2.15,3.4,3.75
3.0,3.3,2.55
2.0,3.4,4.33
2.1,3.7,3.6
2.63,3.4,2.88
2.7,3.4,2.8
2.15,3.4,3.8
3.4,3.3,2.35
2.15,3.5,3.6
2.45,3.25,3.25
1.22,7.0,16.0
6.0,4.0,1.65
6.0,3.9,1.67
1.45,4.75,8.0
1.85,3.6,4.75
3.5,3.5,2.2
1.3,5.75,12.0
1.6,4.0,6.5
1.85,3.5,5.0
2.4,3.4,3.2
2.05,3.4,4.2
3.3,3.3,2.4
1.36,5.25,10.0
4.5,3.6,1.91
3.5,3.4,2.25
2.2,3.4,3.6
6.5,4.2,1.57
2.1,3.4,3.9
2.38,3.3,3.3
1.3,5.75,12.0
1.45,4.5,8.5
3.2,3.4,2.38
2.7,3.3,2.88
1.95,3.4,4.5
5.5,3.9,1.7
1.65,4.0,6.0
2.45,3.4,3.1
2.4,3.3,3.3
2.45,3.3,3.2
1.2,7.5,17.0
1.67,4.2,5.5
6.0,4.0,1.65
6.5,4.0,1.62
2.1,3.5,3.8
1.44,4.75,8.5
4.9,4.0,1.75
1.29,6.0,12.0
1.25,6.5,15.0
1.45,4.5,9.0
1.57,4.33,6.5
4.5,3.9,1.83
2.3,3.3,3.5
1.62,4.0,6.5
5.5,3.8,1.73
4.0,3.5,2.05
2.75,3.3,2.8
3.4,3.4,2.3
11.0,5.0,1.36
1.44,4.75,8.0
1.33,5.5,11.0
2.2,3.4,3.6
1.62,4.0,6.5
2.38,3.4,3.2
2.9,3.3,2.63
1.75,3.8,5.25
1.44,4.75,8.0
2.3,3.5,3.3
6.5,4.2,1.57
2.15,3.4,3.8
1.2,7.5,18.0
6.0,4.2,1.62
3.3,3.3,2.4
1.55,4.2,7.0
2.25,3.5,3.4
3.4,3.4,2.3
2.5,3.4,3.0
2.0,3.5,4.2
1.29,6.0,12.0
6.5,4.0,1.62
1.25,6.5,15.0
2.63,3.3,2.9
1.62,3.8,7.0
2.35,3.5,3.2
9.0,5.0,1.4
2.0,3.4,4.33
1.57,4.33,6.5
1.62,4.2,6.0
3.0,3.4,2.5
3.3,3.3,2.38
1.85,3.5,5.0
1.8,3.8,4.75
2.15,3.3,3.9
6.0,4.2,1.62
6.0,4.0,1.65
1.7,4.0,5.5
2.15,3.4,3.8
2.0,3.4,4.33
6.5,4.0,1.62
1.62,4.0,6.25
2.05,3.5,4.0
2.0,3.4,4.33
1.91,3.5,4.6
1.57,4.2,6.5
6.5,4.0,1.62
1.29,6.0,13.0
2.8,3.5,2.63
3.25,3.3,2.4
1.2,7.5,17.0
5.8,3.9,1.67
1.29,6.0,12.0
1.73,3.75,5.5
1.7,3.8,5.75
2.1,3.4,4.0
6.5,4.33,1.55
2.2,3.5,3.5
6.0,4.2,1.62
2.8,3.3,2.75
1.29,6.0,12.0
1.53,4.33,7.0
5.25,3.8,1.75
6.5,4.2,1.57
4.5,3.6,1.91
1.8,3.75,5.0
1.7,3.8,5.75
2.75,3.3,2.8
1.75,3.75,5.5
2.63,3.4,2.88
1.18,8.0,19.0
1.36,5.0,10.5
2.3,3.3,3.5
1.83,3.75,4.75
2.4,3.4,3.2
1.95,3.6,4.33
5.25,3.8,1.75
2.88,3.3,2.7
2.5,3.4,3.0
3.25,3.4,2.38
9.5,5.25,1.36
1.2,7.5,16.0
1.36,5.25,10.0
2.3,3.25,3.5
2.05,3.5,4.0
1.95,3.5,4.5
2.55,3.3,3.0
3.0,3.4,2.5
2.38,3.4,3.25
1.91,3.5,4.5
3.3,3.3,2.38
1.33,5.5,10.0
1.36,5.25,9.5
7.0,4.2,1.55
1.75,4.2,4.6
1.75,3.8,5.25
2.05,3.5,4.0
1.53,4.33,7.0
6.5,4.0,1.62
3.0,3.3,2.55
2.38,3.25,3.4
2.05,3.4,4.1
1.13,9.5,29.0
6.5,4.2,1.57
2.38,3.4,3.25
2.2,3.5,3.5
1.83,3.7,4.75
4.0,3.7,2.0
1.44,4.33,8.0
1.29,6.0,13.0
2.38,3.3,3.3
2.5,3.3,3.1
1.3,6.0,11.0
1.8,3.8,4.75
4.0,3.5,2.05
4.0,3.3,2.1
2.15,3.4,3.75
5.75,4.25,1.62
2.6,3.4,2.88
2.0,3.5,4.1
1.4,5.0,9.0
2.2,3.3,3.75
6.5,4.0,1.6
1.57,4.0,7.0
1.83,3.7,4.75
1.36,5.0,10.0
5.25,4.0,1.7
5.75,4.0,1.67
6.0,4.2,1.62
1.22,7.0,15.0
2.35,3.2,3.5
1.22,7.0,15.0
1.13,11.0,23.0
2.4,3.3,3.25
3.2,3.3,2.45
3.0,3.4,2.5
1.73,3.8,5.5
3.25,3.4,2.38
3.5,3.4,2.25
2.5,3.2,3.2
1.83,3.9,4.5
1.25,6.5,15.0
2.7,3.4,2.8
4.33,3.5,1.95
1.75,3.75,5.25
2.6,3.3,3.0
1.18,8.0,19.0
2.1,3.4,3.9
3.75,3.75,2.05
2.3,3.4,3.4
1.53,4.33,7.0
3.6,3.4,2.2
4.0,3.5,2.05
1.95,3.5,4.33
7.0,4.0,1.57
2.9,3.4,2.6
1.22,7.0,16.0
5.75,4.33,1.62
1.85,3.8,4.5
2.1,3.5,3.8
1.25,6.25,15.0
2.6,3.3,3.0
2.2,3.6,3.4
9.0,5.5,1.36
1.55,4.0,7.5
2.15,3.4,3.8
1.85,3.6,4.75
1.2,7.0,19.0
2.1,3.5,3.75
2.5,3.4,3.0
3.0,3.25,2.6
7.5,4.5,1.5
2.05,3.5,4.0
2.15,3.5,3.6
8.0,5.25,1.4
3.3,3.5,2.3
2.7,3.25,2.9
1.33,5.5,11.0
2.75,3.2,2.88
1.57,4.0,7.0
6.5,4.0,1.6
1.18,8.0,19.0
1.8,3.9,4.75
3.2,3.4,2.4
1.3,5.75,12.0
2.1,3.4,3.9
3.8,3.5,2.1
1.53,4.2,7.5
8.0,4.75,1.45
2.45,3.2,3.3
3.75,3.75,2.05
5.5,3.8,1.73
2.1,3.4,3.9
1.85,3.5,5.0
1.33,5.25,12.0
2.35,3.5,3.2
1.57,4.0,7.0
3.9,3.3,2.15
2.25,3.3,3.6
5.0,3.6,1.83
7.0,4.33,1.53
1.36,5.0,11.0
2.9,3.4,2.6
6.5,4.33,1.57
1.62,4.0,6.5
2.25,3.3,3.6
2.15,3.3,3.9
1.95,3.6,4.33
2.5,3.6,2.9
3.1,3.4,2.45
9.5,5.25,1.36
1.85,3.6,4.75
1.67,3.9,6.0
2.25,3.3,3.6
1.17,9.0,17.0
1.85,3.6,4.75
2.2,3.3,3.75
4.5,3.6,1.91
2.2,3.3,3.75
2.25,3.4,3.5
1.57,4.2,6.5
3.5,3.6,2.15
3.5,3.4,2.25
1.17,9.0,19.0
2.4,3.3,3.3
3.6,3.5,2.15
10.0,4.75,1.4
1.45,4.75,8.0
1.75,3.8,5.25
2.15,3.3,3.9
1.73,3.9,5.25
1.83,3.75,4.75
5.0,3.75,1.8
1.48,4.75,7.5
2.3,3.3,3.5
2.05,3.5,4.0
2.45,3.25,3.25
1.29,6.0,13.0
2.75,3.3,2.8
1.33,5.75,10.0
4.2,3.7,1.95
2.4,3.3,3.25
2.5,3.4,3.0
9.0,5.0,1.4
1.57,4.2,6.5
2.15,3.3,3.9
2.15,3.5,3.6
1.45,4.75,8.0
2.1,3.4,3.9
4.75,3.7,1.83
3.1,3.6,2.38
2.45,3.7,2.9
5.0,3.6,1.83
1.4,5.0,9.0
1.4,4.75,10.0
1.17,9.0,17.0
3.4,3.4,2.1
2.38,3.2,3.0
1.18,7.0,13.0
2.63,3.3,2.6
1.5,4.2,6.5
2.2,3.2,3.4
2.4,3.4,2.8
4.5,3.6,1.8
8.5,5.0,1.33
1.2,7.0,11.0
2.3,3.4,3.4
1.36,5.25,9.5
2.8,3.5,2.6
3.2,3.4,2.38
1.7,3.75,6.0
1.91,3.75,4.33
7.5,5.0,1.44
1.67,4.2,5.25
1.91,3.75,4.33
1.29,6.0,12.0
2.5,3.3,3.1
5.0,4.0,1.75
1.36,5.75,8.5
2.05,3.6,3.8
2.3,3.6,3.25
2.5,3.4,3.0
4.33,3.75,1.91
1.29,6.0,13.0
1.2,7.5,17.0
9.0,5.0,1.4
1.36,5.5,9.0
1.14,9.5,21.0
2.1,3.2,4.2
8.0,4.75,1.44
2.63,3.5,2.8
4.0,3.6,2.0
1.22,7.5,13.0
1.17,9.0,17.0
4.5,3.8,1.85
2.63,3.5,2.8
2.3,3.4,3.4
1.5,4.5,7.5
2.1,3.6,3.75
1.25,6.5,15.0
3.2,3.4,2.4
1.36,5.0,11.0
2.5,3.3,3.1
1.95,3.5,4.5
2.25,3.4,3.5
3.8,3.6,2.05
1.33,5.75,10.0
5.25,4.33,1.67
9.0,5.0,1.4
2.5,3.4,3.0
1.2,7.5,17.0
2.5,3.3,3.1
2.8,3.4,2.7
1.85,3.7,4.75
1.65,4.0,6.0
2.5,3.25,3.2
5.0,4.0,1.75
1.45,4.75,8.0
1.85,4.0,4.33
6.0,4.2,1.62
3.75,3.3,2.2
1.18,8.0,18.0
1.75,3.75,5.25
2.4,3.25,3.3
1.85,3.6,4.75
2.8,3.4,2.7
2.3,3.3,3.5
4.75,3.75,1.83
2.7,3.5,2.7
3.0,3.4,2.5
1.3,5.75,12.0
2.25,3.3,3.6
1.3,6.0,11.0
1.8,3.75,5.0
2.1,3.4,4.0
3.6,3.5,2.15
3.5,3.5,2.2
1.29,6.25,12.0
2.15,3.4,3.75
4.75,3.6,1.85
2.5,3.3,3.1
2.2,3.3,3.75
2.8,3.25,2.8
2.5,3.3,3.1
4.5,3.8,1.85
1.4,5.0,9.0
5.5,4.2,1.67
2.38,3.5,3.1
1.53,4.33,7.0
1.75,3.9,5.0
1.22,7.0,16.0
2.63,3.4,2.88
6.5,4.2,1.57
1.91,3.75,4.33
1.4,5.5,8.0
1.44,4.6,8.5
2.9,3.3,2.63
2.0,3.5,4.2
2.15,3.4,3.8
7.5,4.5,1.5
2.1,3.5,3.8
1.8,3.75,5.0
1.44,5.0,7.5
2.55,3.25,3.1
1.91,3.7,4.33
1.67,4.2,5.25
1.67,4.2,5.25
2.2,3.5,3.5
1.91,3.6,4.5
1.4,5.0,9.0
2.8,3.4,2.7
8.5,4.75,1.44
1.6,4.0,6.5
1.45,4.75,8.0
2.25,3.6,3.3
1.57,4.0,7.0
6.0,4.2,1.6
2.5,3.3,3.1
5.0,4.0,1.75
1.44,4.75,8.0
1.65,4.0,6.0
5.5,3.8,1.73
1.95,3.7,4.2
1.91,3.6,4.5
6.5,4.5,1.55
4.75,3.75,1.83
2.88,3.6,2.5
1.75,3.9,5.0
2.38,3.25,3.4
1.25,6.5,14.0
1.17,8.5,21.0
1.75,3.8,5.25
3.8,3.6,2.05
2.3,3.5,3.3
3.8,3.75,2.0
2.38,3.4,3.25
3.75,3.6,2.1
1.91,3.75,4.33
2.1,3.5,3.8
2.5,3.4,3.0
3.4,3.4,2.3
1.3,6.0,11.0
7.0,4.75,1.5
1.44,4.75,8.0
1.75,3.75,5.5
4.0,3.5,2.05
3.75,3.5,2.1
1.7,4.0,5.5
2.3,3.5,3.3
2.15,3.6,3.5
1.25,6.5,15.0
1.85,3.8,4.5
2.1,3.5,3.8
1.4,5.25,8.5
1.83,3.75,4.75
1.7,3.8,5.75
4.33,3.7,1.91
3.6,3.4,2.2
5.25,3.75,1.75
2.15,3.4,3.75
1.73,4.0,5.0
1.33,5.75,10.0
2.38,3.4,3.25
9.0,5.0,1.4
1.8,3.75,5.0
4.5,3.8,1.85
2.15,3.5,3.6
3.2,3.6,2.3
2.25,3.6,3.25
2.8,3.3,2.75
2.1,3.4,4.0
3.8,3.6,2.05
1.45,4.5,8.5
1.73,3.8,5.5
2.5,3.4,3.0
1.8,3.75,5.0
1.4,5.0,9.0
1.53,4.33,7.0
7.5,4.5,1.5
2.45,3.3,3.2
1.5,4.5,7.5
1.5,4.75,7.0
7.0,4.33,1.53
2.05,3.5,4.0
4.0,3.6,2.0
1.6,4.2,6.0
2.4,3.4,3.2
2.35,3.4,3.25
2.8,3.4,2.7
1.44,4.75,8.0
5.5,3.75,1.73
1.18,8.0,18.0
2.6,3.25,3.0
7.0,4.75,1.5
2.95,3.4,2.55
2.15,3.4,3.8
1.8,3.8,4.75
2.5,3.4,3.0
1.45,4.5,8.5
6.25,4.0,1.62
3.1,3.3,2.5
1.29,6.0,12.0
2.45,3.3,3.2
2.45,3.5,3.0
1.5,4.5,7.5
1.75,3.9,5.0
2.8,3.5,2.6
2.05,3.5,4.0
6.25,4.0,1.62
1.29,6.0,13.0
4.75,3.8,1.8
1.33,5.75,10.0
3.75,3.4,2.15
1.83,3.6,5.0
3.8,3.6,2.05
1.4,5.0,9.0
2.05,3.4,4.2
1.75,3.75,5.25
6.5,4.5,1.53
2.35,3.3,3.4
2.25,3.4,3.5
1.18,8.0,19.0
2.9,3.4,2.6
2.38,3.4,3.25
4.75,3.75,1.83
1.91,3.6,4.5
3.25,3.6,2.3
3.5,3.5,2.2
1.7,4.0,5.5
2.4,3.3,3.3
3.4,3.4,2.3
1.4,5.0,9.0
1.22,7.0,15.0
1.83,3.75,4.75
3.0,3.4,2.5
2.9,3.4,2.6
4.2,3.5,2.0
5.0,3.75,1.8
1.85,3.75,4.5
2.2,3.4,3.6
1.2,7.5,17.0
3.5,3.5,2.2
4.5,3.75,1.85
2.2,3.4,3.6
4.5,3.6,1.91
2.25,3.5,3.4
2.05,3.4,4.2
1.44,4.75,8.0
1.83,3.75,4.75
4.5,3.6,1.91
2.55,3.25,3.1
2.63,3.3,2.9
3.3,3.3,2.38
6.0,4.2,1.62
7.0,4.2,1.55
1.62,4.2,6.0
1.8,4.0,4.5
1.75,3.75,5.25
1.85,3.6,4.75
2.15,3.5,3.6
2.8,3.3,2.75
2.7,3.25,2.88
1.67,4.0,5.75
1.36,5.5,9.5
1.65,4.0,6.0
2.25,3.3,3.6
2.9,3.3,2.63
1.25,6.5,15.0
1.6,4.0,6.5
10.0,5.25,1.36
3.4,3.4,2.3
2.4,3.3,3.25
1.18,8.0,19.0
4.75,3.6,1.85
1.91,3.5,4.6
3.25,3.5,2.3
2.6,3.25,3.0
2.3,3.4,3.4
4.2,3.6,1.95
1.29,6.0,12.0
2.38,3.1,3.5
1.91,3.8,4.2
1.91,3.6,4.5
1.33,5.5,11.0
2.38,3.3,3.3
1.29,6.0,12.0
1.73,3.9,5.25
5.75,3.8,1.7
2.55,3.25,3.1
2.7,3.2,2.9
1.2,7.5,17.0
4.75,3.75,1.83
2.05,3.3,4.2
1.3,6.0,11.0
2.7,3.2,2.9
4.2,3.5,2.0
1.83,3.6,5.0
2.63,3.3,2.9
1.8,3.8,4.75
2.63,3.3,2.9
1.36,5.25,10.0
1.95,3.5,4.5
1.91,3.5,4.75
3.4,3.2,2.38
2.15,3.4,3.75
1.57,4.5,6.0
3.1,3.6,2.38
2.88,3.1,2.88
2.15,3.3,3.9
1.7,3.8,5.75
1.36,5.25,10.0
1.25,7.0,13.0
4.2,3.5,2.0
7.0,4.33,1.53
2.5,3.3,3.1
1.75,3.8,5.25
6.25,4.0,1.62
4.75,3.9,1.8
1.4,5.0,9.0
7.5,5.0,1.44
1.83,3.75,4.75
2.2,3.3,3.75
2.38,3.25,3.4
2.38,3.25,3.4
1.62,4.0,6.5
1.83,3.75,4.75
1.91,3.75,4.33
4.0,3.6,2.0
2.5,3.25,2.8
1.3,5.5,8.5
6.0,3.8,1.57
1.4,4.5,7.5
2.1,3.3,3.5
1.53,4.0,6.0
1.8,3.5,4.5
7.0,4.33,1.44
2.05,3.4,3.6
3.3,3.4,2.15
1.83,3.75,4.2
1.29,5.5,11.0
2.63,3.2,2.8
2.38,3.3,3.1
1.3,5.5,10.0
1.91,3.5,4.2
1.8,3.5,4.5
3.5,3.4,2.1
2.5,3.1,3.1
5.0,4.0,1.67
2.15,3.4,3.8
6.5,4.33,1.57
1.53,4.2,7.5
2.9,3.2,2.7
2.5,3.3,3.1
1.62,4.2,6.0
2.3,3.4,3.4
2.3,3.4,3.4
2.63,3.4,2.88
9.0,5.0,1.4
1.4,5.0,9.0
2.0,3.4,4.33
1.95,3.5,4.5
1.73,3.8,5.5
2.15,3.4,3.75
3.5,3.25,2.3
1.25,6.5,11.0
3.3,3.5,2.3
2.63,3.3,2.9
2.05,3.3,4.2
1.29,6.0,12.0
2.45,3.25,3.25
2.38,3.4,3.25
2.1,3.5,3.8
1.91,3.5,4.75
4.0,3.6,2.0
2.4,3.3,3.3
3.75,3.4,2.15
4.33,3.4,2.0
5.75,3.8,1.7
2.75,3.3,2.8
1.91,3.7,4.33
1.36,5.25,10.0
1.36,5.25,10.0
4.2,3.4,2.05
2.3,3.4,3.4
2.25,3.5,3.4
1.36,5.25,10.0
3.75,3.75,2.05
5.5,4.0,1.7
1.91,3.7,4.33
4.5,3.6,1.91
1.8,3.75,5.0
1.95,3.5,4.5
2.6,3.4,2.9
2.55,3.3,3.0
2.9,3.4,2.6
2.1,3.5,3.8
1.22,7.5,13.0
1.3,6.0,11.0
2.7,3.3,2.88
1.45,4.75,8.0
3.1,3.5,2.4
1.75,3.8,5.25
2.8,3.3,2.75
1.8,3.8,4.75
2.9,3.4,2.6
2.45,3.5,3.0
4.75,4.2,1.75
4.1,3.5,2.0
1.3,6.0,11.0
1.4,5.25,8.5
2.1,3.6,3.75
1.36,5.25,9.5
2.25,3.6,3.3
2.4,3.6,3.0
3.2,3.75,2.25
1.6,4.33,6.0
1.57,4.5,6.0
1.83,4.0,4.33
3.5,3.6,2.15
2.0,3.6,4.0
1.36,5.0,11.0
1.7,3.9,5.5
1.95,3.5,4.33
1.65,4.0,6.0
2.55,3.3,3.0
1.29,6.0,12.0
2.88,3.3,2.7
3.4,3.4,2.3
5.75,4.0,1.67
5.5,3.8,1.73
1.95,3.6,4.33
2.5,3.3,3.1
1.95,3.6,4.33
1.8,3.75,5.0
2.3,3.4,3.4
2.25,3.5,3.4
5.25,3.9,1.73
2.1,3.5,3.75
1.45,4.75,8.0
1.85,3.6,4.75
2.63,3.6,2.75
1.36,5.25,10.0
2.3,3.3,3.5
4.0,3.4,2.1
2.38,3.4,3.2
5.0,4.0,1.73
2.8,3.3,2.75
6.5,4.0,1.62
1.75,4.0,5.0
1.91,3.5,4.75
2.2,3.6,3.4
1.36,5.0,11.0
1.36,5.5,9.0
1.2,8.0,15.0
6.0,4.2,1.62
1.95,3.4,4.5
2.0,3.5,4.2
2.05,3.5,4.0
3.6,3.3,2.25
1.29,6.0,12.0
5.5,4.2,1.67
4.0,3.6,2.0
2.0,3.4,4.33
2.4,3.4,3.2
2.75,3.4,2.75
3.2,3.2,2.5
1.91,3.75,4.33
4.33,3.6,1.95
2.25,3.5,3.4
2.3,3.25,3.5
1.7,4.0,5.5
2.45,3.5,3.0
1.29,6.5,11.0
2.5,3.3,3.1
2.5,3.4,3.0
2.3,3.4,3.4
1.67,4.0,5.75
3.1,3.3,2.5
2.0,3.6,4.0
4.5,4.0,1.8
1.53,4.33,7.0
1.2,7.5,16.0
6.0,4.2,1.62
2.05,3.4,4.2
2.55,3.3,3.0
4.2,3.8,1.91
2.25,3.5,3.4
2.5,3.3,3.1
3.1,3.3,2.5
2.5,3.3,3.1
2.1,3.5,3.8
1.83,3.7,4.8
1.83,3.6,5.0
1.25,7.0,13.0
2.3,3.5,3.3
3.2,3.4,2.4
2.0,3.8,3.8
2.7,3.4,2.8
2.75,3.25,2.8
1.33,5.75,10.0
2.0,3.6,4.0
3.25,3.4,2.38
1.33,5.75,10.0
1.75,4.0,5.0
2.5,3.5,3.0
6.0,4.2,1.62
2.05,3.4,4.2
2.6,3.4,2.88
2.05,3.4,4.2
1.44,4.75,8.0
3.0,3.3,2.6
2.2,3.6,3.4
2.0,3.5,4.2
2.1,3.3,4.0
4.0,3.8,1.95
3.4,3.5,2.25
2.05,3.6,3.8
2.6,3.5,2.8
2.6,3.4,2.9
2.1,3.5,3.75
3.8,3.5,2.1
1.29,6.0,12.0
2.4,3.4,3.2
5.0,4.0,1.75
2.6,3.4,2.9
2.9,3.4,2.6
1.5,4.5,7.5
1.55,4.33,6.5
1.44,4.75,8.0
2.25,3.5,3.4
1.85,3.8,4.5
1.33,5.25,12.0
2.45,3.4,3.1
3.8,3.6,2.05
4.75,3.8,1.8
2.6,3.5,2.8
1.73,4.0,5.0
7.5,5.0,1.44
1.67,3.8,6.0
1.4,5.0,9.0
1.57,4.2,6.5
